,URL,HASH,ID,DATE,CONTENT,UPDATE_DATE,SEARCH_TEXT
119,/p/B2wYw2hFt8O/,"#성결대학교,#sku_xr_center,#안양과천교육지원청,#영재교육원,#오래된미래,#한국문화예술교육진흥원,#toyo_school,",sku_xr_center,2019-09-23 0:00,"Instagram의 XR Center, Sungkyul University님: “#성결대학교 #sku_xr_center 는 매주 토요일 #안양과천교육지원청 #영재교육원 아이들과 함께 미래를 준비 합니다. 
#오래된미래 #한국문화예술교육진흥원 #toyo_school”",2019-09-26,한국문화예술교육진흥원
120,/p/B2vmcrFA7zX/,"#목포소나티네,#갤러리나무,#지역특성화_문화예술교육,#전라남도문화관광재단,#문화체육관광부,#전라남도,#한국문화예술교육진흥원,",namusup3995,2019-09-23 0:00,"Instagram의 나무숲님: “.
20회에 걸쳐 시민들이 풀어낸
목포소나티네 작품들을 (갤러리 나무, 나무숲)
에서 만나실 수 있습니다
. *전시기간 : 2019.09.24 ~ 10.08  장소: 목포시 수문로 67 (불종대 건너편 /  명장식인테리어 2층)
*오픈식 :…”",2019-09-26,한국문화예술교육진흥원
121,/p/B2qlfPbHqZj/,"#대구미술관,#악동뮤지엄,#어린이는무엇을믿는가,#꿈다락토요문화학교,#대구미술관,#어린이,#시각미술,#시각예술,#문화예술,#문화,#예술,#교육,#예술가,#대구,#한국문화예술교육진흥원,#어무믿,#아르떼,#미술교육,#전시,#류현민,#퍼포먼스,",we_believe_children,2019-09-21 0:00,"Instagram의 꿈다락 토요문화학교 어린이는 무엇을 믿는가님: “#대구미술관#악동뮤지엄 
효은:피켓에 내가 적은 메시지를 더욱 생각해 볼 수 있었던 퍼포먼스였어요! 
과연 우리 악동들은 무슨 메시지를 표현했을까요? 🤔
어떠한 마음으로 퍼포먼스를 했을까요?
-
…”",2019-09-26,한국문화예술교육진흥원
122,/p/B2nOe6kJ5W4/,"#한라비발디미술,#도안미술,#상대동미술,#문화예술교육사,#문화예술교육,#예술교육,#한국문화예술교육진흥원,",junghye_l,2019-09-20 0:00,Instagram의 Jung_hyei님: “아이들과 한가위를 맞아 선조들의 발걸음을 쫒아 만든 꽃신.💕 #한라비발디미술#도안미술#상대동미술#문화예술교육사#문화예술교육#예술교육#한국문화예술교육진흥원”,2019-09-26,한국문화예술교육진흥원
123,/p/B2kfE4EHnsK/,"#더리미미술관,#치매예방,#미술치료,#치매안심센터,#한국문화예술교육진흥원,#감동,#선물,#감사,#어르신,#고맙습니다,#손뜨개,#수세미,#초콜릿,",artfmmimi,2019-09-18 0:00,Instagram의 3M mom님: “김포시치매안심센터에서 어르신들과 함께 하는 미술치료가 벌써 16회기가 되었다. 그동안 정이 너무 들어버린 어르신들과 우리들... 어르신들께선 늘 치료진행자들에게 무엇이든 주고 싶어 하신다. 어제는 직접 뜨신 수세미랑 초콜릿을 주셨다. 가슴이…”,2019-09-26,한국문화예술교육진흥원
124,/p/B2jVgath-E1/,"#한국문화예술교육진흥원,#성남시청소년재단,#중원청소년수련관,#긍정에너지,#즐기는아이들,#비보이,#비보잉,#브레이킹,#BBOY,#BBOYING,#BREAKING,#겜블러크루,#갬블러크루,#GAMBLER,#GAMBLERZ,#NOODLE,#SICK,#PEACE,",sickgamblerz,2019-09-18 0:00,"Instagram의 Sick Gamblerz 정형식님: “해피해피 제자들 봄부터 가을까지 즐거웠다~🤸‍♂️✌
#한국문화예술교육진흥원 #성남시청소년재단 #중원청소년수련관 #긍정에너지 #즐기는아이들 #비보이 #비보잉 #브레이킹 #BBOY #BBOYING #BREAKING #겜블러크루 #갬블러크루 #GAMBLER…”",2019-09-26,한국문화예술교육진흥원
125,/p/B2h-wpKpMOB/,"#초등학교초빙수업,#특성화수업,#미술특성화초등학교,#대전초등학교미술,#초등학교미술수업,#학교미술수업,#문화예술교육사,#예술교육,#한국문화예술교육진흥원,#예술교육진흥위원회,#대전미술교육,#학교미술교육,#초등학교미술,#상대동미술창작실,",junghye_l,2019-09-17 0:00,"Instagram의 Jung_hyei님: “아이들과 함께한 상대초등학교 특성화 예술수업
거울 속 나의 얼굴을 투영해보며 
나를 오래도록 바라보는 시간
나와 내가 소통하며 나에게 질문하는 시간
이런시간들이 쌓여 도화지에 
나를 더 자신있게 표현하는 아이들의 모습이 기억에 남는다
내 얼굴의 모습…”",2019-09-26,한국문화예술교육진흥원
126,/p/Bv_QrC2gA0j/,"#유튜브,#서울문화재단,#sfactv,#전병준,#OurRecords,#청년크리에이터,",jeonbyungjoon,2019-04-08 0:00,"Instagram의 Vocal, Actor and Youtuber님: “히히 저 서울문화재단 청년크리에이터에 합격했어요~! 최종 오리엔테이션까지 잘 해서 6개월동안 열심히 해보겠습니다~!! 합격 후기 오늘 밤 8시 유튜브 라이브에서 말씀드릴게요! 8시에 봬요~!! #유튜브 #서울문화재단 #sfactv #전병준…”",2019-09-27,서울문화재단
127,/p/BrmivN8giDg/,"#서울문화재단,#예술지원사업,#정기공모,#유망예술지원,#예술지원사업,#창작지원,#예술가지원,",sfac_artsupport,2018-12-20 0:00,"Instagram의 서울문화재단 예술지원사업님: “⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
[공지] 2019 서울문화재단 예술지원사업 정기공모 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
◆예술가지원 신청안내
예술가지원사업은 문학, 시각예술, 예술연구 분야 개인 예술가의 역량과 창작의욕을 제고하고, 해당 분야의 독창적…”",2019-09-27,서울문화재단
128,/p/Bv_C_lxhnhB/,"#취뽀,#서울문화재단,#시민청,#문화예술행정,#최종합격,#공감하는,#문화예술인,#열심히,#하겠습니다,",k.min_ggi,2019-04-08 0:00,"Instagram의 姜    珉    奇님: “#취뽀 #서울문화재단 #시민청
#문화예술행정 #최종합격
#공감하는 #문화예술인 #열심히 #하겠습니다”",2019-09-27,서울문화재단
129,/p/B11D_yrJzQa/,"#일상,#공연,#공연스타그램,#selfie,#잔향,#서울문화재단,#종로문화재단,#익선동,#한복스타그램,",ryeonyya,2019-08-31 0:00,"Instagram의 아련◞ ❁님: “오늘도 잔향~🤭🌺
#일상 #공연 #공연스타그램 #selfie #잔향 #서울문화재단 #종로문화재단 #익선동 #한복스타그램”",2019-09-27,서울문화재단
130,/p/B0fdUJPnW0L/,"#서울문화재단,#조아제약,#잠실창작스튜디오,#프로젝트A,#화이팅,",solbibest,2019-07-29 0:00,"Instagram의 SolBi님: “아이들과 함께 그림 그리는 시간은 
저에겐 가장 힐링의 시간입니다.
세상 모든 아이들이 아픔없이 행복하게 자랐으면 좋겠어요.
미술을 통해 아이들에게 무언가를 할 수 있고, 나눌수 있어서 행복해요.^^
함께 하신 멘토 선생님들도…”",2019-09-27,서울문화재단
131,/p/Bq1GPwIHCqL/,"#태양의서커스,#쿠자,#태양의서커스쿠자,#잠실종합운동장,#빅탑,#서울문화재단,#워크숍,#Cirquedusoleil,#KOOZA,#CirquedusoleilKOOZA,#Jamsilsportscomplex,#Bigtop,#circus,#workshop,#regrann,",soykim0,2018-12-01 0:00,"Instagram의 Soy 소희 Sohee Kim님: “ㅋㅋㅋㅋㅋㅋㅋ사진......ㅋㅋㅋ
왜인지 요즘 기본기에 목말라있었는데
잊어버렸던것들을 다시 일깨워줬던
의미있는 시간이었다:)
잘기억해놨다가 울 샘들이랑 회원님들…”",2019-09-27,서울문화재단
132,/p/Bzx4evGnzYI/,,storyteller_rang,2019-07-11 0:00,"Instagram의 스토리텔러 박혜랑님: “서울문화재단 생활예술인 오리엔테이션이 있었어요
분야가 다른 분들과 함께 협업할 수 있는 좋은 기회가 될 것같아요
앞으로 행사들도 무척 기대됩니다🥰”",2019-09-27,서울문화재단
133,/p/Byq92r2FdMs/,"#419,#평화콘서트,#6월15일,#공연,#프로필사진,#평화의몸짓,#국악,#소리,#피아노,#테너,#한국무용,#삼각산시민청,#서울문화재단,#부채는내가그린것,#15년전에,",jayu_eunhye,2019-06-14 0:00,"Instagram의 illustrator_오늘 멋지음님: “이것은 프로필 사진이라고 한다. 
결연하게, 독립운동가처럼 
유관순님처럼 🙏🏻
-
-
놀러오세요🙈
#419 #평화콘서트 #6월15일 #공연 #프로필사진 #평화의몸짓 #국악 #소리 #피아노 #테너 #한국무용  #삼각산시민청 #서울문화재단…”",2019-09-27,서울문화재단
134,/p/Bp_p0KHH0HQ/,"#서울문화재단,#꿈다락토요문화학교,#또래문화댄스,#20thcenturybboys,#서울문화예술교육지원센터,#한국문화예술교육진흥원,#문화체육관광부,#투에니센츄리댄스,",20thcenturybboys,2018-11-10 0:00,"Instagram의 20th Century B-Boys님: “서울문화재단 꿈다락 토요문화학교 또래문화댄스 2기 “한글 비보이” 작품 발표회가 성공적으로 마무리 되었습니다.
-
매주 토요일 오후 함께 춤추고, 웃고, 땀 흘렸던 시간들이 선생님들과 아이들 모두에게 소중한 추억으로 남게 되었습니다.
-
누구하나…”",2019-09-27,서울문화재단
135,/p/B25Xc2plclY/,"#2019서울국제작가축제,#동대문디자인플라자,#DDP,#서울국제작가축제,#한국문학번역원,#서울문화재단,#서울디자인재단,#한국문학,#문학축제,#북스타그램,#책스타그램,",openbooks21,2019-09-27 0:00,"Instagram의 열린책들님: “세계 각국의 출판인/문학인들이 교류하는 #2019서울국제작가축제 행사가
10월 5일(토)~13일(일)  서울 #동대문디자인플라자 #DDP 에서 열립니다!
.
12개국 14명의 작가와 한국 작가 18명이 <소설/시 듣는 시간>, <작가, 마주 보다>,…”",2019-09-27,서울문화재단
136,/p/B25Uf4Cpo7I/,"#서울문화재단,#예술지원사업,#청년예술지원사업,#최초예술지원,#서울청년예술단,#지원사업선정,#서울,#공연,#전시,#예술,#art,#support,#시각예술,#단체전,#기획전시,#제0세계,#쇼앤텔,",sfac_artsupport,2019-09-27 0:00,"Instagram의 서울문화재단 예술지원사업님: “[2019 청년예술지원사업 서울청년예술단]
시각분야 선정작을 소개합니다.

기획 단체전 《동백꽃 피다》 ‘피다’는 두 가지 의미를 품고 있다. 하나는 ‘침묵의 시간을 버텨 저항한 제주민’ 이며, 또 하나는 ‘4·3의 현재를 목격한 자의 기억’이다.…”",2019-09-27,서울문화재단
137,/p/B25M4HkAKA-/,"#현과바람으로노래하는,#아름다운선율축제,#도도첼로오케스트라,#빈체로앙상블,#아르누스윈드오케스트라,#서울문화재단,#서울생활예술오케스트라축제,#생활예술,#세종문화회관,#오케스트라축제,#오케스트라,#생활예술동아리,#아마추어오케스트라,#윈드오케스트라,#스트링오케스트라,",sicofseoul,2019-09-27 0:00,"Instagram의 서울생활예술오케스트라축제님: “[제6회서울생활예술오케스트라]
9월27일 19시30분 체임버홀
#현과바람으로노래하는
#아름다운선율축제

#도도첼로오케스트라
#빈체로앙상블
#아르누스윈드오케스트라
-
현의 울림과 바람의 공명으로 느끼는 아름다운 선율들의 대향연!🌺
-
유난히 날씨가…”",2019-09-27,서울문화재단
138,/p/B24XF5CJl1F/,"#취미스타그램,#취미,#글쓰기,#고양이,#강아지,#서울문화재단,#크리에이티브나비,#연희문학창작촌,#연희동,#연극,#공연,",eunjie84,2019-09-26 0:00,Instagram의 전은지님: “#취미스타그램 #취미 #글쓰기 #고양이 #강아지 #서울문화재단 #크리에이티브나비 #연희문학창작촌 #연희동 #연극 #공연”,2019-09-27,서울문화재단
139,/p/B24VnHyABPv/,"#크리에이티브나비,#취미,#글쓰기,#반려동물,#연희동,#연희문학창작촌,#서울문화재단,#서울청년예술단,",creative_navi,2019-09-26 0:00,"Instagram의 creative NAVI님: “우리...글쓰기 한번 해볼까요?
책도 내고 직접 공연도 해볼 수 있는데! 글쓰기에 자신없는 분들도 이번기회에 한번 도전해보세요. 완성하실 수 있도록 저희가 다 도와드립니다🤗 
#크리에이티브나비 #취미 #글쓰기 #반려동물 #연희동 #연희문학창작촌…”",2019-09-27,서울문화재단
140,/p/B24Qwq-JxcK/,"#bandoneon,#sinairim,#piazzolla,#tango,#반도네온,#피아졸라,#시나이림,#공연스타그램,#서울문화재단,#서울문화재단최초예술지원선정작,#최초예술지원,#콘서트,#연희예술극장,#연희동,#카페떼아뜨르,",ysole_,2019-09-26 0:00,"Instagram의 예솔님: “⠀
⠀
<공연안내>
⠀
Sinai RIM Quartet + Emmanuel Sanou⠀
⠀
⠀
피아졸라와 탱고음악, 반도네온의 숨, 그리고 댄서의 공연입니다.
⠀
⠀
-bandoneon - 임시내
-piano - 오은철
-violin -…”",2019-09-27,서울문화재단
141,/p/B24LhQFpfa4/,"#선배님들의선배님들의선배님들의,#프로젝트갠,#서울문화재단,#SH아트홀,#예술,#똥군기,#연극,#공연,#배우,#무대감독,#일상,#우리,#폭력,#마주함,#족보,#전통,#계승,#사람,#우리,#꼰대,#선배,#나,",lmmanuel06,2019-09-26 0:00,"Instagram의 배우 김성현님: “나에게 똥 군기란 ""폭력""이다.

오늘부터 일요일까지 진행되는 작품이고, 참여합니다. 
정말 모 선배님이 꼭 보셨으면 합니다.
부 X을 탁 치고 ""아, 나 꼰대구나"" 하셨으면 합니다. 물론 안 보시고, 봐도 모를걸 압니다.
왜냐면 저도 어쩜…”",2019-09-27,서울문화재단
142,/p/B24G7g0FQvW/,"#호스티벌,#아야어여,#청년예술단,#워크숍,#병원놀이,#서울문화재단,",beeing_artsy,2019-09-26 0:00,Instagram의 BEEing ARTSY님: “#호스티벌 넘나 마음에 쏙 드는 종휘복음..(aka. 재단 대표님 😂) 재밌게 힐링하고 놀다 가신다는 작가님들 덕분에 뿌듯했던 하루 :) 고생 많으셨어요 #아야어여 #청년예술단 #워크숍 #병원놀이 #서울문화재단 @sfac2004”,2019-09-27,서울문화재단
143,/p/B24GMhmJQ8g/,"#소리꾼,#김무빈,#새로운시도,#현대적국악,#서도소리꾼,#국악의미래,#국악의계승,#부재의존재,#존재의이유,#젊은창작집단,#레이블소설,#서울문화재단,#재미있는데,#공연보세요,#불금엔그녀,#공연보고홍대로,#고고,",labelsosul,2019-09-26 0:00,"Instagram의 소설(label SOSUL)레이블소설님: “🥁얼마 전 서도12잡가 음원 녹음과 발매를 완성하고 
이어서 돈화문국악당 에서 멋진 공연을 펼쳤던
서도민요 소리꾼 김무빈 님의 공연소식입니다.😍
.
그녀가 갖고있는 고유의 전통적 색깔에 현대적 기법을 가미한 새로운 음악적 도전인 [김무빈의 부재의…”",2019-09-27,서울문화재단
144,/p/B24DtT0pg4M/,"#동대문문화재단,#거버넌스25,#서울시,#서울문화재단,#사진전시회,#동아리,",dongdaemunfoundation,2019-09-26 0:00,"Instagram의 (재)동대문문화재단님: “연합전시회 행사
9월 18일부터 24일까지 청량리역 지하 광장에서 진행되었다. 
사진 동아리 전시회 50여점
#동대문문화재단 #거버넌스25 #서울시 #서울문화재단 #사진전시회 #동아리”",2019-09-27,서울문화재단
145,/p/B24DaYvlDgm/,"#동대문문화재단,#거버넌스25,#서울시,#서울문화재단,",dongho50771,2019-09-26 0:00,"Instagram의 김동호 / 문화디자이너님: “연합전시회 행사
9월 18일부터 24일까지 청량리역 지하 광장에서 진행되었다. 
사진 동아리 전시회 50여점
#동대문문화재단 #거버넌스25 #서울시 #서울문화재단”",2019-09-27,서울문화재단
146,/p/B24AldaJr3U/,"#연극,#장유유서,#연극추천,#서울문화재단,#최초예술지원선정작,#대학로연극,",lovely__umzzi,2019-09-26 0:00,"Instagram의 박엄지님: “대사들이 다 명대사다.
메세지가 너무 좋다.
너무 뻔한 말로 밖에 표현이 안 되지만😭.
.
“선배님의 장유유서는 장유유세였네요.”
.
극중 임성을 캐릭터 너무 맘 찢😭.
공치우 캐릭터는 진짜 사이다였다👏🏼👏🏼👏🏼.
.
사랑하는 우리 언니💕 공연 잘…”",2019-09-27,서울문화재단
147,/p/B0-0GxDjm3_/,"#법정,#계약서,#예술통역,#예술강사,#ktatlab,#youaregreat,",dahaechloe,2019-08-10 0:00,Instagram의 정다혜 DAHAE CHLOE JUNG님: “엄중한 #법정 이 오히려 익숙하고 딱딱한 #계약서 보는게 좋던 나에게 #예술통역 의뢰가 왔을때 과연 내가 잘할수있을지 걱정이 앞섰지만 2주간의 연수기간 내내 너무 좋은사람들의 따뜻한 격려와 배려 덕분에 어느샌가 나도 모르게 storytelling에…”,2019-09-27,예술강사
148,/p/Bxiu2C7AH8B/,,h_______jin___,2019-05-16 0:00,Instagram의 Hee Jin님: “1교시 시작전 이미 지침😭”,2019-09-27,예술강사
149,/p/B2yBL7lnN1M/,"#toystory,#toyphoto,#玩具總動員,#didi,#okurumi,#arttoy,#cute,#玩具,#예술강사,#illustration,#插畫,#아트토이,#zzz,#omi,#귀여운생필품,#귀여운장난감,#omidearm,#beakid,#haveanicedream,",omi_okurumi,2019-09-24 0:00,"Instagram의 Omi님: “omi & didi 馬戲團款～即將在9/26晚上8:00開始販售﻿
omi和didi勇闖馬戲團要來挑戰各種冒險啦！﻿
而且這可是didi第一次新裝亮相呢！（姨母姨丈準備好了嗎！）﻿
﻿
﻿
﻿
#toystory #toyphoto#玩具總動員 #didi #okurumi…”",2019-09-27,예술강사
150,/p/BxpH_jeH6kQ/,,storyteller_rang,2019-05-19 0:00,"Instagram의 스토리텔러 박혜랑님: “어제 오늘 이틀간 한국교육연극학회에서 주관하는 플레이백씨어터 워크샵을 듣고왔어요
하루에 7시간씩 이틀의 과정이 체력적으로 부담이었지만 정말 신나고 즐거웠습니다
플레이백씨어터의 기법도 중요하지만 삶을 대하는 태도와 방식을 배울수 있는 귀중한…”",2019-09-27,예술강사
151,/p/BxhlqJMgC_6/,"#경상대,#예술강사,#특강,#하얗게불태웠다,#남편이오늘이쁘다고사진찍으래,",_yyyoung_,2019-05-16 0:00,"Instagram의 으뇽뇽뇽♥님: “까마득한 후배님들과 함께한 예술강사 특강
주저리주저리 3시간은 너무했어
.
.
#경상대 #예술강사 #특강
#하얗게불태웠다 
#남편이오늘이쁘다고사진찍으래”",2019-09-27,예술강사
152,/p/Brl4DrdBMnH/,,storyteller_rang,2018-12-20 0:00,"Instagram의 스토리텔러 박혜랑님: “우수강사 인증서를 받았어요😍
수업시간중에 받게 되어서 제자들과 함께 축하하고 기뻐했어요 너무 행복했습니다
잘 따라와준 예쁘고 착한 우리 제자들에게 너무 고맙습니다
앞으로도 제가 가진 경험과 지식들을 많이 나누고 싶어요😄”",2019-09-27,예술강사
153,/p/BtC7pCcApLF/,,storyteller_rang,2019-01-25 0:00,"Instagram의 스토리텔러 박혜랑님: “2년동안 초등학교에서 진행했던 방송스피치 수업이 오늘로 마무리 되었어요
저와 오랜시간 함께 해준 아이들에게 무척 고맙습니다
아이들에게 많은것을 배우고 갑니다
앞으로 펼쳐질 아이들의 삶에도 저의 가르침이 도움이 되길 바랍니다”",2019-09-27,예술강사
154,/p/BlCXsJuglJi/,"#탄츠핏,#양산탄츠핏,#발레필라테스,#탄츠핏발레필라테스지도자양성,#barrepilates,#barre,#예술강사,",bnpilates_,2018-07-10 0:00,"Instagram의 BN PILATES / 필라테스/ 양산님: “이번 주 탄츠핏 안무입니다~ 
발끝 손끝까지 쭉 뻗어나가는 듯한 동작들로 어제 회원님들 땀 쭉 빼고 가셨던 안무예요! 
이번 주 수요일 오후 8시에도 탄츠핏 진행되니 같이 스트레스 날려버리고 즐겁게 운동해요! .
.
.
.
instructor 탄츠핏…”",2019-09-27,예술강사
155,/p/B1G0MBDnBJ3/,,storyteller_rang,2019-08-13 0:00,"Instagram의 스토리텔러 박혜랑님: “경기문화재단 청년문화예술교육 매개자 과정에 합격했어요
오늘은 오리엔테이션 날이었어요
교육 열심히 참여해서 훌륭한 문화예술교육 매개자가 되고 싶습니다🥰”",2019-09-27,예술강사
156,/p/B25TylCgTmU/,"#엄마껌딱지,#영주택지,#영주옷가게,#영주코코,#가을신상,#안동,#의성,#대구,#경북,#선생님,#예술강사,#창의적체험활동,#창의력수업,#영주맘,#교육,#가을코디,#ootd,#일상,#instadaily,#fff,#소통,#좋아요,#반영구,#젤네일아트,#속눈썹연장,#댕댕이그램,#다이어트,#셀카,#셀스타그램,",hee_____yomi,2019-09-27 0:00,"Instagram의 🅺🅸🆃🆃🆈   🅽🅰🅸🅻님: “gooood  morning❣
#엄마껌딱지 는 아직도 꿈나라😭
.
.
#영주택지 #영주옷가게 #영주코코 #가을신상
#안동 #의성 #대구 #경북 #선생님 #예술강사 #창의적체험활동 #창의력수업 #영주맘 #교육 #가을코디 #ootd #일상…”",2019-09-27,예술강사
